text,label,target,text_pl
The reason your friend's 'gluten-free' diet is making them feel better probably has nothing to do with gluten,news,0,"Powód, dla którego dieta bezglutenowa Twojego przyjaciela poprawia jego samopoczucie, prawdopodobnie nie ma nic wspólnego z glutenem"
This Cat Has The Best Selfie Game You'll Ever See,clickbait,1,"Ten kot ma najlepszą grę selfie, jaką kiedykolwiek zobaczysz"
23 Unforgivable Things The Internet Did To Minions In 2015,clickbait,1,"23 niewybaczalnych rzeczy, które Internet zrobił Minionkom w 2015 roku"
Joblessness Rises as Orders and Home Sales Fall,news,0,Bezrobocie rośnie wraz ze spadkiem zamówień i sprzedaży domów
Joel Embiid Tags 'Meniscus' Location on IG Post After Being Ruled Out for Year,news,0,Joel Embiid oznaczył lokalizację „meniscusa” w poście na IG po roku wykluczenia
North Korea wants to be a ’country of mushrooms’,news,0,Korea Północna chce być „krajem grzybów”
Dad takes daughter and best friend to father-daughter dance for touching reason - Yahoo,clickbait,1,Tata zabiera córkę i najlepszego przyjaciela na tańce ojca z córką z wzruszającego powodu - Yahoo
Elgin Baylor and His Lawsuit Against the Clippers,news,0,Elgin Baylor i jego pozew przeciwko Clippers
Iraq counting ballots,news,0,Irak liczy głosy
People Tried Pumpkin Spice Lattes For The First Time And Were Very Honest,clickbait,1,Ludzie po raz pierwszy spróbowali Pumpkin Spice Latte i byli bardzo szczerzy
Britain Sets Historic Brexit Process in Motion,news,0,Wielka Brytania wprawia w ruch historyczny proces Brexitu
How Do Companies Quietly Raise Prices? They Do This,clickbait,1,Jak firmy po cichu podnoszą ceny?Oni to robią
Indian Officials to Assess Incentives Requested by Apple ,news,0,Indyjscy urzędnicy ocenią zachęty wymagane przez Apple
Jennifer Lawrence Confessed She Has Made Out With Liam Hemsworth In Real Life,clickbait,1,"Jennifer Lawrence wyznała, że ​​całowała się z Liamem Hemsworthem w prawdziwym życiu"
Look At This Incredibly Rare Albino Baby Sea Turtle Making Its Way To The Ocean,clickbait,1,"Spójrz na tego niezwykle rzadkiego małego żółwia morskiego albinosa, który przedostaje się do oceanu"
Are You More Jimmy Fallon Or Stephen Colbert,clickbait,1,Jesteś bardziej Jimmym Fallonem czy Stephenem Colbertem
5.8 magnitude earthquake hits Peru,news,0,"Trzęsienie ziemi o sile 5,8 w skali Richtera nawiedza Peru"
23 Things You Should Never Say To Short Women,clickbait,1,"23 rzeczy, których nigdy nie powinieneś mówić niskim kobietom"
‘Nicotine’: An honest account of the emotional complexity of quitting,clickbait,1,„Nikotyna”: Szczera opowieść o emocjonalnej złożoności rzucenia palenia
"No Glamour, but Lots of Geography",news,0,"Żadnego uroku, ale dużo geografii"
Wimbledon Officials receive criticism from animal rights group after shooting birds,news,0,Władze Wimbledonu spotkały się z krytyką ze strony organizacji praw zwierząt po strzelaniu do ptaków
Saddam Hussein's Daughter Praises Donald Trump's 'Political Sensibility',news,0,Córka Saddama Husajna chwali „wrażliwość polityczną” Donalda Trumpa
Is Cleveland Cavaliers' Secret Playoff Defense a Smoke Screen or the Real Deal?,news,0,"Czy tajna obrona Cleveland Cavaliers w fazie play-off to zasłona dymna, czy prawdziwa okazja?"
The Study Claiming That Blotting Your Pizza Saves Calories Might Have Been A Marketing Campaign,clickbait,1,"Badanie twierdzące, że osuszanie pizzy pozwala zaoszczędzić kalorie, mogło być kampanią marketingową"
Clinton staffers considered joking about email server the day before congressional subpoena,news,0,Dzień przed wezwaniem Kongresu pracownicy Clinton rozważali żarty na temat serwera poczty elektronicznej
Icelandic Hekla volcano shows signs of activity,news,0,Islandzki wulkan Hekla wykazuje oznaki aktywności
23 Soccer Players Who Forgot How To Human,clickbait,1,"23 piłkarzy, którzy zapomnieli, jak być człowiekiem"
Here's How Most People Have Anal Sex,clickbait,1,Oto jak większość ludzi uprawia seks analny
DBS BankVoice: How To Live Luxe For Less,clickbait,1,DBS BankVoice: Jak żyć luksusowo za mniej
Both Sides Await Court Decision on Same-Sex Marriage in California,news,0,Obie strony czekają na decyzję sądu w sprawie małżeństw osób tej samej płci w Kalifornii
17 Twentysomething Problems Summed Up By Houseplants,clickbait,1,17 problemów dwudziestolatków podsumowanych przez rośliny doniczkowe
People Are Pretty Obsessed With This Guy’s Bob Ross Birthday Party,clickbait,1,Ludzie mają obsesję na punkcie przyjęcia urodzinowego Boba Rossa tego gościa
16 Things Only People With Raynaud's Will Understand,clickbait,1,"16 rzeczy, które zrozumieją tylko osoby z zespołem Raynauda"
"The Rise, Fall, And Improbable Comeback Of Morris Brown College",clickbait,1,"Powstanie, upadek i nieprawdopodobny powrót Morris Brown College"
Chelsea beats Arsenal in Carling Cup,news,0,Chelsea pokonuje Arsenal w Carling Cup
U.S. soldiers engaged in gore-for-porn swap,news,0,Amerykańscy żołnierze zaangażowani w wymianę gore na pornografię
Crazy Things People Used To Believe About Women In The 1800s,clickbait,1,"Szalone rzeczy, w które ludzie wierzyli na temat kobiet w XIX wieku"
Unlikely 1-2 Finish for Brawn Team in Formula One Season Opener,news,0,Nieprawdopodobne zwycięstwo 1-2 dla Brawn Team w pierwszym sezonie Formuły 1
"John Krasinski Wants To Clear Up That He And Jenna Fischer Were Never ""Genuinely In Love""",clickbait,1,"John Krasinski chce wyjaśnić, że on i Jenna Fischer nigdy nie byli „szczerze zakochani”"
"Manus Island asylum seekers bashed on New Year's Eve, refugee advocates say",news,0,"Zwolennicy uchodźców twierdzą, że osoby ubiegające się o azyl na wyspie Manus zostały zgwałcone w sylwestra"
Moldovan premier invites Romanian counterpart to pipeline start,news,0,Premier Mołdawii zaprasza rumuńskiego odpowiednika do uruchomienia gazociągu
Arrest warrant issued for Tom DeLay,news,0,Wydano nakaz aresztowania Toma DeLay’a
"Premiere: Meek Mill Drops ""King"" Off Ethika's New 'RGB' Mixtape",news,0,Premiera: Meek Mill udostępnia utwór „King” z nowej składanki „RGB” Ethiki
Here's What Actually Happens When You Start Lifting Weights,clickbait,1,"Oto, co się właściwie dzieje, gdy zaczynasz podnosić ciężary"
Watch This Mom Surprise Her Trans Daughter With The News Her Name Change Is Legal,clickbait,1,"Zobacz, jak mama zaskakuje swoją transpłciową córkę wiadomością, że zmiana jej nazwiska jest legalna"
14 Harry Potter Holiday Ornaments That Are Absolutely Magical,clickbait,1,"14 świątecznych ozdób z Harry'ego Pottera, które są absolutnie magiczne"
"As Trump moves to privatize America’s national parks, visitor costs may rise",news,0,"W miarę jak Trump planuje prywatyzację amerykańskich parków narodowych, koszty odwiedzających mogą wzrosnąć"
Some patients try psychedelic drug therapy for mental health,news,0,Niektórzy pacjenci próbują terapii lekami psychodelicznymi dla zdrowia psychicznego
The most spoken language in the world is the one plants use to talk to each other The list,clickbait,1,"Najczęściej używanym językiem na świecie jest ten, którego rośliny używają do porozumiewania się. Lista"
Do You Need A New Best Friend,clickbait,1,Czy potrzebujesz nowego najlepszego przyjaciela
India Now Ranks 97th In The World With An Average Internet Speed Of 5.6 Mbps,news,0,"Indie zajmują obecnie 97. miejsce na świecie ze średnią szybkością Internetu wynoszącą 5,6 Mb/s"
Couples Who Met On Dating Apps Look Back On Their Very First Messages,clickbait,1,"Pary, które poznały się w aplikacjach randkowych, wspominają swoje pierwsze wiadomości"
This Rainbow-Inspired Hummus Is Almost Too Gorgeous To Eat,clickbait,1,"Ten inspirowany tęczą hummus jest prawie zbyt wspaniały, aby go zjeść"
"Historical Trove, Freed From Storage, Gets a Home",news,0,"Historyczny skarb, uwolniony z magazynu, dostaje dom"
Watch Lady Gaga's Heartbreaking New Music Video About Campus Rape,clickbait,1,"Obejrzyj nowy, rozdzierający serce teledysk Lady Gagi o gwałcie na kampusie"
Russia bath lotion kills 48 drinkers in Irkutsk,clickbait,1,Rosyjski płyn do kąpieli zabił 48 osób w Irkucku
23 Things That Could Only Happen In San Francisco,clickbait,1,"23 rzeczy, które mogły wydarzyć się tylko w San Francisco"
Robert Durst Case: Hollywood Producer Lynda Obst’s Memory Questioned,news,0,Sprawa Roberta Dursta: kwestionowana pamięć hollywoodzkiej producentki Lyndy Obst
Reminder: Lea Salonga Is A Real-Life Disney Princess,clickbait,1,Przypomnienie: Lea Salonga to prawdziwa księżniczka Disneya
17 Faces That Perfectly Sum Up Every Black Girl's Transition From Relaxed To Natural Hair,clickbait,1,"17 twarzy, które doskonale podsumowują przejście każdej czarnej dziewczyny od zrelaksowanych do naturalnych włosów"
Rangers Drop the Gloves and Pick Up 2 Points,news,0,Rangers rzucają rękawiczki i zdobywają 2 punkty
Here's How To Make An Easy Rum Apple Crisp,clickbait,1,Oto jak zrobić łatwy rum i chrupiące jabłka
Listen To Women Talk Honestly About Loving Their Bodies,clickbait,1,"Posłuchaj, jak kobiety szczerze mówią o kochaniu swojego ciała"
I Was A Fundamentalist Christian Until I Discovered Feminist Writers,clickbait,1,"Byłam fundamentalistyczną chrześcijanką, dopóki nie odkryłam pisarek feministycznych"
What Does Your Favorite Thing About The Fall Say About You,clickbait,1,Co Twoja ulubiona rzecz o jesieni mówi o Tobie
13 Beautiful Reasons Why You Should Go On An Adventure With Your Partner This Year,clickbait,1,"13 pięknych powodów, dla których warto wybrać się w tym roku na przygodę ze swoim partnerem"
Hot Men Taking Their Shirts Off And Then Putting Them Back On,clickbait,1,Gorący mężczyźni zdejmują koszule i ponownie je zakładają
14 Struggles Every Person Who's The Last Of Their Friends To Get Married Has,clickbait,1,"14 Zmartwień każdej osoby, która jako ostatnia ze swoich znajomych wychodzi za mąż"
Lawmakers Call for Change in Paying Bonuses,news,0,Ustawodawcy wzywają do zmian w wypłacaniu premii
Soyuz TMA-15 launches crew to International Space Station,news,0,Sojuz TMA-15 wysyła załogę na Międzynarodową Stację Kosmiczną
Clinton and Obama call for unity in Democratic Party,news,0,Clinton i Obama wzywają do jedności w Partii Demokratycznej
What's next for Hillary? Latest moves indicate Clinton won't fade away ,news,0,"Co dalej z Hillary?Najnowsze posunięcia wskazują, że Clinton nie zniknie"
13 Hanukkah Fails That Are Undeniably Hilarious,clickbait,1,"13 porażek w Chanuce, które są niezaprzeczalnie zabawne"
20 Fast Food Restaurants That Probably Aren't Fully Legit,clickbait,1,"20 restauracji typu fast food, które prawdopodobnie nie są w pełni legalne"
Grammy Awards 2017: James Corden Won't Sing as Host,news,0,Nagrody Grammy 2017: James Corden nie zaśpiewa jako gospodarz
Donald Trump Has a Big Dick,news,0,Donald Trump ma dużego kutasa
11 Celebrity #TBT Photos You May Have Missed This Week,clickbait,1,"11 zdjęć gwiazd #TBT, które mogłeś przegapić w tym tygodniu"
21 Things Only Costco Food Lovers Will Understand,clickbait,1,"21 rzeczy, które zrozumieją tylko miłośnicy jedzenia Costco"
Critics say Carson’s slavery and immigration remarks similar to Obama’s ,news,0,"Krytycy uważają, że uwagi Carsona dotyczące niewolnictwa i imigracji są podobne do uwag Obamy"
55 Pictures That Will Inspire You To Layer Up For Fall,clickbait,1,"55 zdjęć, które zainspirują Cię do ubierania się na jesień"
Woman Targeted In Islamophobic Attack Delivers Powerful Message To Her Assailant,news,0,Kobieta będąca celem islamofobicznego ataku przekazuje napastnikowi mocną wiadomość
Belle Was Literally The Fucking Worst,clickbait,1,Belle była dosłownie najgorsza
"US presidential candidate Obama speaks in Berlin, Germany",news,0,Kandydat na prezydenta USA Obama przemawia w Berlinie w Niemczech
How Well Do You Remember These Classic Sega Games,clickbait,1,Jak dobrze pamiętasz te klasyczne gry Sega?
21 Funny T-Shirts You Can Wear Only When You're Knocked Up,clickbait,1,"21 śmiesznych T-shirtów, które możesz nosić tylko wtedy, gdy jesteś wkurzony"
31 iPhone Games You Should Be Playing Already,clickbait,1,"31 gier na iPhone'a, w które powinieneś już grać"
Which Mario Are You Based On Your Zodiac Sign,clickbait,1,Którego Mario jesteś na podstawie swojego znaku zodiaku
17 Women Who Prove That Lips Look Best When They're Purple,clickbait,1,"17 kobiet, które udowadniają, że usta wyglądają najlepiej, gdy są fioletowe"
7 Quick And Easy Money-Saving Ideas For Young Millennials,clickbait,1,7 szybkich i łatwych pomysłów na oszczędzanie pieniędzy dla młodych milenialsów
"Gunman shoots during board meeting in Florida, then kills self",news,0,"Bandyta strzela podczas posiedzenia zarządu na Florydzie, po czym popełnia samobójstwo"
Israeli forensic institute illegally harvested organs in the '90s,news,0,Izraelski instytut kryminalistyczny nielegalnie pobrał narządy w latach 90
Tarja Turunen to perform at Doro Pesch's 25th anniversary concert and record duets with her,news,0,Tarja Turunen wystąpi na koncercie z okazji 25-lecia Doro Pesch i nagra z nią duety
Jason Pierre-Paul Reportedly Franchise-Tagged by Giants,news,0,Jason Pierre-Paul podobno franczyza oznaczona przez Giants
Hostage Standoff Ends in Jamaica,news,0,Koniec konfliktu zakładników na Jamajce
What Color Is Your Aura Right Now,clickbait,1,Jakiego koloru jest teraz Twoja aura
"17 Reasons ""Jingle All The Way"" Is Truly A Masterpiece",clickbait,1,"17 powodów, dla których „Jingle All The Way” to naprawdę arcydzieło"
"’Absolutely false,’ Trump says defiantly after women’s groping allegations",news,0,„Absolutnie fałszywe” - mówi wyzywająco Trump po zarzutach kobiet dotyczących obmacywania
We Really Wish We Could Watch the Expletive-Filled Video Kevin Garnett Created for the Celtics,news,0,"Naprawdę żałujemy, że nie mogliśmy obejrzeć pełnego wulgaryzmów filmu, który Kevin Garnett stworzył dla drużyny Celtics"
Kosovo: voters go to the polls for the first time since independence declared from Serbia,news,0,Kosowo: wyborcy idą do urn po raz pierwszy od ogłoszenia niepodległości od Serbii
Awkward Selfie Stick Prank,clickbait,1,Niezręczny żart z kijka do selfie
Trump is urging Obama to veto a UN resolution that would ban Israeli settlements on occupied land in Palestine,news,0,"Trump nalega, aby Obama zawetował uchwałę ONZ zakazującą izraelskim osiedlaniom na okupowanych terenach w Palestynie"
This Artist Is Making Traditional Oil Paintings Of London Grime Artists,clickbait,1,Ten artysta tworzy tradycyjne obrazy olejne przedstawiające londyńskich artystów Grime
"This 4/20, Catch A Buzz With A Cannabis Cocktail",clickbait,1,"To 4/20, Zrób furorę dzięki koktajlowi z konopi indyjskich"
The 10 Biggest Problems With Season 7 Of 'The Walking Dead',clickbait,1,10 największych problemów z 7. sezonem „The Walking Dead”
"ABC's ""Alias"" to end run in May 2006",news,0,Emisja serialu ABC „Alias” zakończy się w maju 2006 roku
The 27 Most Important Things Cats Did On The Internet In 2015,clickbait,1,"27 najważniejszych rzeczy, które koty zrobiły w Internecie w 2015 roku"
